ligand,receptor,sender_celltype,receiver_celltype,anchor_source_ligand,anchor_source_receptor,structure_map_source,sender_anchor,receiver_anchor,structure_bridge,sender_expr,receiver_expr,local_contact,contact_strength_raw,contact_strength_normalized,contact_coverage,cross_edge_count,prior_confidence,LR_score
TGFB1,TGFBR2,Mast Cells,Dendritic Cells,recompute,recompute,recompute,0.830274180208954,0.628133940116149,0.6198216015396206,0.03572830522875711,0.10646573797703236,0.0,0.0025720164609053494,0.11011895940848661,0.0,162,1.0,0.015192427102538701
CSF1,CSF1R,"CAFs, Invasive Associated","CAFs, DCIS Associated",recompute,recompute,recompute,0.6329636802303048,0.46381415478966415,0.6198216015396206,0.1523572567652539,0.044315367430461515,0.0,0.0017006802721088435,0.23401924318193426,0.0,1323,1.0,0.015190352696023233
CSF1,CSF1R,11q13 Invasive Tumor Cells,"CAFs, Invasive Associated",recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,0.8824495942126559,0.3435917185259688,0.009718180396522284,0.0,0.0004014129736673089,0.06380073753652596,0.0,4671,1.0,0.01517837418658065
CSF1,CSF1R,Myoepithelial Cells,Endothelial Cells,recompute,recompute,recompute,0.7181940594497765,0.8901135829200775,0.7204611100467462,0.241712611075796,0.010937673779041644,0.0,0.0005562972852692479,0.06236314002206028,0.0,2247,1.0,0.015167723902629465
CXCL12,CXCR4,Myoepithelial Cells,Dendritic Cells,recompute,recompute,recompute,0.8023917560710954,0.9008184599638702,0.6198216015396206,0.008536715800078514,0.3180524283074206,0.0,0.005339741022560407,0.07420432015033043,0.0,1362,1.0,0.015165151513352185
CSF1,CSF1R,Dendritic Cells,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,0.7917001487310438,0.13793660188765483,0.026828838353614524,0.0,0.0022496831432192647,1.0,0.0,3945,1.0,0.015163960293239806
TGFB1,TGFBR2,Mast Cells,T Lymphocytes,recompute,recompute,recompute,0.830274180208954,0.628133940116149,0.6198216015396206,0.03572830522875711,0.10396504391838439,0.0,0.004859086491739552,0.43229726354601555,0.0,343,1.0,0.015132362628674536
TGFB1,TGFBR2,11q13 Invasive Tumor Cells (Mitotic),Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.6618992459738668,0.628133940116149,0.7917001487310438,0.05212675997941913,0.06897244404348622,0.0,0.0012132822477650062,0.08140284556739423,0.0,1305,1.0,0.015095826564432702
TGFB1,TGFBR2,Plasma Cells,T Lymphocytes,recompute,recompute,recompute,0.4625524716153596,0.628133940116149,0.6198216015396206,0.06220829473112404,0.10396504391838439,0.0,0.010070827799911461,0.8959690894463334,0.0,753,1.0,0.015055757966007258
DLL4,NOTCH3,Macrophages,Pericytes,recompute,recompute,recompute,0.8949858186325867,0.8818326005152037,0.8875000050982297,0.0018955660656360717,0.8672894033034337,0.0,0.00478307733764484,0.05008313355026276,0.0,2474,1.0,0.015027243512563444
CSF1,CSF1R,Basal-like Structured DCIS Cells,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.6329636802303048,0.7744570596502125,1.0,0.3430671774934166,0.006818845693506099,0.0,0.0005236003269309358,0.12254388477086525,0.0,19576,1.0,0.015016814131402548
JAG1,NOTCH1,11q13 Invasive Tumor Cells (G1/S),"CAFs, Invasive Associated",recompute,recompute,recompute,0.7941469661104033,0.6655462707198134,0.9161861017439125,0.032311095449028576,0.07272217354205764,0.0,0.01085434173669468,0.30385838407901117,0.0,408,1.0,0.01499731786779385
TGFB1,TGFBR2,B Cells,Macrophages,recompute,recompute,recompute,0.7806633527749638,0.8911579433306727,0.6198216015396206,0.05675679989781828,0.04575875759819427,0.0,0.002347417840375587,0.23503483118889595,0.0,1065,1.0,0.014957634479572926
CSF1,CSF1R,Pericytes,"CAFs, Invasive Associated",recompute,recompute,recompute,0.9330656492219304,0.6556237992935476,0.6198216015396206,0.297542793801235,0.009718180396522284,0.0,0.0011608273533136346,0.18450236079157117,0.0,2369,1.0,0.014904866208720283
CSF1,CSF1R,Basal-like Structured DCIS Cells,"CAFs, Invasive Associated",recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,0.7917001487310438,0.3430671774934166,0.009718180396522284,0.0,0.0015399035886448848,0.24475288826143882,0.0,1867,1.0,0.014902523155928613
JAG1,NOTCH1,Endothelial Cells,Myoepithelial Cells,recompute,recompute,recompute,0.6303682835571691,0.46013374214009517,0.7204611100467462,0.029179138324176478,0.17955576343167495,0.0,0.004784815480596381,0.16623240666004524,0.0,2702,1.0,0.014901391710018332
DLL4,NOTCH3,"CAFs, DCIS Associated","CAFs, Invasive Associated",recompute,recompute,recompute,0.7160288858520609,0.6580560501976399,0.6198216015396206,0.018679344959851515,0.1973932010691654,0.0,0.0009962143853357243,0.017829972014867742,0.0,1673,1.0,0.014860236021923493
TGFB1,TGFBR2,Pericytes,CXCL14+ Fibroblasts,recompute,recompute,recompute,0.8649048900453102,0.9417110959059584,0.9429656149619918,0.25809749975310686,0.005427302044598217,0.0,0.0010395594515621488,0.27665760293598013,0.0,2966,1.0,0.014857933819386162
CSF1,CSF1R,"CAFs, DCIS Associated",Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.7181940594497765,0.46381415478966415,0.24613745147074395,1.0,0.013082994902830098,0.0,0.0003694367176634214,0.06946704697096957,0.0,5752,1.0,0.014850640148921283
CSF1,CSF1R,Endothelial Cells,Myoepithelial Cells,recompute,recompute,recompute,0.9530510539284376,0.46381415478966415,0.7204611100467462,0.3300653030175087,0.00992063151970032,0.0,0.0003238341968911917,0.048395383930377,0.0,2702,1.0,0.014780928914433278
DLL4,NOTCH3,Myeloid Cells,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.7840818683779507,0.6580560501976399,0.6198216015396206,0.0032417203409647417,1.0,0.0,0.002455228191796649,0.13347942009778677,0.0,1154,1.0,0.014766514145751173
TGFB1,TGFBR2,Mast Cells,Macrophages,recompute,recompute,recompute,0.830274180208954,0.8911579433306727,0.8567148457705164,0.03572830522875711,0.04575875759819427,0.0,0.00303030303030303,0.30340860026202926,0.0,165,1.0,0.014765559112913702
CSF1,CSF1R,Endothelial Cells,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.9530510539284376,0.7744570596502125,0.6198216015396206,0.3300653030175087,0.006818845693506099,0.0,0.00031709791983764585,0.07421387831713684,0.0,1971,1.0,0.014749657530410349
CXCL12,CXCR4,Basal-like Structured DCIS Cells,T Lymphocytes,recompute,recompute,recompute,0.6160088550075702,0.9008184599638702,0.8693461273411047,0.0021291294377375697,1.0,0.0,0.0036363636363636355,0.02934073125816424,0.0,575,1.0,0.0147435991128039
CXCL12,CXCR4,"CAFs, Invasive Associated",11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.6160088550075702,0.6632137581773894,0.8824495942126559,0.05480638574296996,0.04976777849846808,0.0,0.0010949133454295195,0.3741816793761682,0.0,5812,1.0,0.014636986273488183
CSF1,CSF1R,Mast Cells,Pericytes,recompute,recompute,recompute,0.8552373118926793,0.8901135829200775,0.8567148457705164,0.1878690989799276,0.007996593535171381,0.0,0.005122950819672131,1.0,0.0,244,1.0,0.014628110063258596
CXCL12,CXCR4,Pericytes,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.7487535481622718,0.6632137581773894,0.6198216015396206,0.06372880775749876,0.04976777849846808,0.0,0.0003560408260147162,0.12167534057446591,0.0,6894,1.0,0.014619209575481575
CSF1,CSF1R,CXCL14+ Fibroblasts,Dendritic Cells,recompute,recompute,recompute,0.9330656492219304,0.7744570596502125,0.6198216015396206,0.0032976778039481187,0.6590560508382464,0.0,0.0005636978579481398,0.0048384459894291335,0.0,887,1.0,0.014612281414831074
CXCL12,CXCR4,Macrophages,Macrophages,recompute,recompute,recompute,0.7487535481622718,0.7757991160529997,1.0,0.03388623051970213,0.04917092614889038,0.0,0.0076373992159183435,0.34465653838468224,0.0,2458,1.0,0.014598335572392932
CSF1,CSF1R,11q13 Invasive Tumor Cells,Pericytes,recompute,recompute,recompute,0.6329636802303048,0.8901135829200775,0.6198216015396206,0.3435917185259688,0.007996593535171381,0.0,0.0001973338010875285,0.04392932107586813,0.0,5701,1.0,0.01457716943488739
CSF1,CSF1R,Basal-like Structured DCIS Cells,Pericytes,recompute,recompute,recompute,0.6329636802303048,0.8901135829200775,0.6198216015396206,0.3430671774934166,0.007996593535171381,0.0,0.00180255130338325,0.4012736516787841,0.0,1803,1.0,0.014573458057283162
DLL4,NOTCH3,Dendritic Cells,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.6342079770588467,0.6580560501976399,0.7917001487310438,0.0028649117803088656,1.0,0.0,0.0011829319814110689,0.06431054979795253,0.0,3945,1.0,0.014544362299324714
TGFB1,TGFBR2,B Cells,Myoepithelial Cells,recompute,recompute,recompute,0.7806633527749638,0.7241065161359392,0.6198216015396206,0.05675679989781828,0.046291861436256077,0.0,0.0023521505376344082,0.1721709889490722,0.0,496,1.0,0.014476912462361383
CSF1,CSF1R,Pericytes,Myoepithelial Cells,recompute,recompute,recompute,0.9330656492219304,0.46381415478966415,0.7204611100467462,0.297542793801235,0.00992063151970032,0.0,0.0008016491067338525,0.11980240712769459,0.0,2183,1.0,0.014476358458155165
CSF1,CSF1R,11q13 Invasive Tumor Cells,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.6329636802303048,0.7744570596502125,0.7917001487310438,0.3435917185259688,0.006818845693506099,0.0,0.00020970394736842106,0.04907929777840075,0.0,30400,1.0,0.014447138835899617
CSF1,CSF1R,Pericytes,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.9330656492219304,0.7744570596502125,0.6198216015396206,0.297542793801235,0.006818845693506099,0.0,0.00031312625250501,0.07328434577308453,0.0,1996,1.0,0.014445731440921039
JAG1,NOTCH1,11q13 Invasive Tumor Cells,Myeloid Cells,recompute,recompute,recompute,0.7941469661104033,0.7448301506164821,0.6198216015396206,1.0,0.0024587070627964786,0.0,0.00444066515495087,0.21082851119185417,0.0,756,1.0,0.014426320261204982
DLL4,NOTCH3,11q13 Invasive Tumor Cells,11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.6342079770588467,0.6580560501976399,0.8824495942126559,0.06734007498340545,0.0362497659817488,0.0,0.0013172490293954513,0.0552445963565869,0.0,12020,1.0,0.014419844707203722
JAG1,NOTCH1,Basal-like Structured DCIS Cells,11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.9097736029185509,0.6655462707198134,0.7917001487310438,0.04309654638185767,0.043382027682688826,0.0,0.013389018548089913,0.6518808057732416,0.0,1163,1.0,0.014412438738876269
CSF1,CSF1R,Myoepithelial Cells,Pericytes,recompute,recompute,recompute,0.7181940594497765,0.8901135829200775,0.7204611100467462,0.241712611075796,0.007996593535171381,0.0,0.0005178663904712584,0.11528445109777281,0.0,1931,1.0,0.014396285413792164
TGFB1,TGFBR2,Mast Cells,"CAFs, Invasive Associated",recompute,recompute,recompute,0.830274180208954,0.628133940116149,0.6198216015396206,0.03572830522875711,0.07630971198036683,0.0,0.016782407407407406,1.0,0.0,144,1.0,0.014372163685772137
TGFB1,TGFBR2,11q13 Invasive Tumor Cells (Mitotic),Macrophages,recompute,recompute,recompute,0.6618992459738668,0.8911579433306727,0.6198216015396206,0.05212675997941913,0.04575875759819427,0.0,0.0016181229773462782,0.16201430111079235,0.0,103,1.0,0.01434690001073434
TGFB1,TGFBR2,Macrophages,Plasma Cells,recompute,recompute,recompute,0.9033788194414196,0.7241065161359392,0.7204611100467462,0.3718323084156244,0.004952137174709604,0.0,0.007668711656441718,1.0,0.0,326,1.0,0.014335205821456977
CXCL12,CXCR4,Pericytes,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.7487535481622718,0.8628183098412396,0.6198216015396206,0.06372880775749876,0.03391524182236365,0.0,0.00047822918564401523,0.03653781354311667,0.0,1996,1.0,0.014328783253114786
DLL4,NOTCH3,Dendritic Cells,Pericytes,recompute,recompute,recompute,0.6342079770588467,0.8818326005152037,0.6198216015396206,0.0028649117803088656,0.8672894033034337,0.0,0.004383401519579193,0.0458981672701966,0.0,1711,1.0,0.014317270553556787
TGFB1,TGFBR2,Pericytes,B Cells,recompute,recompute,recompute,0.8649048900453102,0.628133940116149,0.6198216015396206,0.25809749975310686,0.009895229901992758,0.0,0.002900595798055817,0.6112832741895282,0.0,1063,1.0,0.014313623196318608
TGFB1,TGFBR2,Plasma Cells,"CAFs, Invasive Associated",recompute,recompute,recompute,0.4625524716153596,0.628133940116149,0.6198216015396206,0.06220829473112404,0.07630971198036683,0.0,0.009941520467836256,0.5941507849002332,0.0,285,1.0,0.014299407383404574
TGFB1,TGFBR2,"CAFs, DCIS Associated",B Cells,recompute,recompute,recompute,0.4625524716153596,0.628133940116149,0.6198216015396206,0.47844300379630145,0.009895229901992758,0.0,0.001693446754883427,0.3568838090728188,0.0,4232,1.0,0.014292979048989393
DLL4,NOTCH3,11q13 Invasive Tumor Cells,"CAFs, DCIS Associated",recompute,recompute,recompute,0.6342079770588467,0.4638256179742202,0.6198216015396206,0.06734007498340545,0.06891862663651398,0.0,0.0002113718030014796,0.019878162958885556,0.0,1577,1.0,0.014275037248804261
TGFB1,TGFBR2,Plasma Cells,Macrophages,recompute,recompute,recompute,0.4625524716153596,0.8911579433306727,0.7204611100467462,0.06220829473112404,0.04575875759819427,0.0,0.005192878338278931,0.5199361028229136,0.0,337,1.0,0.014272766346789192
JAG1,NOTCH1,Endothelial Cells,T Lymphocytes,recompute,recompute,recompute,0.6303682835571691,0.8647171432637394,0.6198216015396206,0.029179138324176478,0.08474527904749042,0.0,0.004337012280429037,0.07564341117255816,0.0,4595,1.0,0.014244719041837809
TGFB1,TGFBR2,Pericytes,Mast Cells,recompute,recompute,recompute,0.8649048900453102,0.860445251677117,0.8567148457705164,0.25809749975310686,0.005044198536350481,0.0,0.004074074074074074,0.29596180531056715,0.0,225,1.0,0.014229319303045952
TGFB1,TGFBR2,"CAFs, DCIS Associated",CXCL14+ Fibroblasts,recompute,recompute,recompute,0.4625524716153596,0.9417110959059584,0.7204611100467462,0.47844300379630145,0.005427302044598217,0.0,0.0005737109658678287,0.15268150403189368,0.0,11475,1.0,0.014185698036259629
TGFB1,TGFBR2,11q13 Invasive Tumor Cells (G1/S),Dendritic Cells,recompute,recompute,recompute,0.6618992459738668,0.628133940116149,0.7917001487310438,0.02290427933852047,0.10646573797703236,0.0,0.0034542314335060447,0.14789033305015406,0.0,193,1.0,0.014149961900848364
TGFB1,TGFBR2,Plasma Cells,Myoepithelial Cells,recompute,recompute,recompute,0.4625524716153596,0.7241065161359392,0.8293805866303694,0.06220829473112404,0.046291861436256077,0.0,0.0018004115226337447,0.13178520141780836,0.0,324,1.0,0.01414202960525952
CSF1,CSF1R,Myoepithelial Cells,Myoepithelial Cells,recompute,recompute,recompute,0.7181940594497765,0.46381415478966415,1.0,0.241712611075796,0.00992063151970032,0.0,0.0008552837529627477,0.1278178339144137,0.0,22361,1.0,0.014138526555242632
TGFB1,TGFBR2,Mast Cells,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.830274180208954,0.628133940116149,0.6198216015396206,0.03572830522875711,0.06897244404348622,0.0,0.005555555555555555,0.37273934549280513,0.0,30,1.0,0.014132037764385536
TGFB1,TGFBR2,T Lymphocytes,Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.7806633527749638,0.25153574142392743,0.24613745147074395,1.0,0.01630369297954023,0.0,0.0030461270670147952,0.6445201556994079,0.0,383,1.0,0.014106564185120409
TGFB1,TGFBR2,11q13 Invasive Tumor Cells (G1/S),T Lymphocytes,recompute,recompute,recompute,0.6618992459738668,0.628133940116149,0.7917001487310438,0.02290427933852047,0.10396504391838439,0.0,0.008454106280193236,0.7521345867927416,0.0,69,1.0,0.014094018896413592
DLL4,NOTCH3,"CAFs, DCIS Associated",Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.7160288858520609,0.4638256179742202,0.24613745147074395,0.018679344959851515,0.5131068416842878,0.0,0.0019413537320352337,0.044102143848565326,0.0,5752,1.0,0.014093064818363508
CXCL12,CXCR4,"CAFs, Invasive Associated",Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.6160088550075702,0.8628183098412396,0.7917001487310438,0.05480638574296996,0.03391524182236365,0.0,0.001985468063534977,0.15169434254323155,0.0,2152,1.0,0.014089066642314308
JAG1,NOTCH1,Myoepithelial Cells,T Lymphocytes,recompute,recompute,recompute,0.6303682835571691,0.8647171432637394,0.6198216015396206,0.027254376065765328,0.08474527904749042,0.0,0.005685531303097635,0.09916342271738277,0.0,1093,1.0,0.01408362717347625
TGFB1,TGFBR2,Plasma Cells,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.4625524716153596,0.628133940116149,0.6198216015396206,0.06220829473112404,0.06897244404348622,0.0,0.015873015873015872,1.0,0.0,126,1.0,0.014060497053109518
JAG1,NOTCH1,Pericytes,11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.6303682835571691,0.6655462707198134,0.6198216015396206,0.03425584686464733,0.08666944020865194,0.0,0.009152907394113426,0.1097425841062673,0.0,398,1.0,0.014058534000004456
CSF1,CSF1R,"CAFs, DCIS Associated",11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.7181940594497765,0.6556237992935476,0.6198216015396206,1.0,0.0026430507474118963,0.0,0.0,0.0,0.0,233,1.0,0.01405653891477008
DLL4,NOTCH3,11q13 Invasive Tumor Cells (Mitotic),Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.6342079770588467,0.7746834992804791,0.7917001487310438,0.008557082379913908,0.2295016807597237,0.0,0.0024265644955300124,0.12062606015032493,0.0,1305,1.0,0.014033677004906236
CSF1,CSF1R,"CAFs, DCIS Associated",Myeloid Cells,recompute,recompute,recompute,0.7181940594497765,0.7471243099617693,0.7204611100467462,1.0,0.00197514773301428,0.0,0.0016086298258894778,0.29332943899079844,0.0,1321,1.0,0.014032697741972432
JAG1,NOTCH1,Dendritic Cells,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.8630183004227985,0.6655462707198134,0.7917001487310438,0.001657584379221534,1.0,0.0,0.0028064457722252376,0.11859168438560229,0.0,3945,1.0,0.014002520337401514
DLL4,NOTCH3,T Lymphocytes,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.6342079770588467,0.7746834992804791,0.8693461273411047,0.007392968575375538,0.2295016807597237,0.0,0.0013568521031207597,0.06744997864579334,0.0,737,1.0,0.013911021249903663
TGFB1,TGFBR2,11q13 Invasive Tumor Cells (Mitotic),Myoepithelial Cells,recompute,recompute,recompute,0.6618992459738668,0.7241065161359392,0.6198216015396206,0.05212675997941913,0.046291861436256077,0.0,0.0030345471521942106,0.2221205555709519,0.0,714,1.0,0.013885806331562589
TGFB1,TGFBR2,Mast Cells,Myoepithelial Cells,recompute,recompute,recompute,0.830274180208954,0.7241065161359392,0.7204611100467462,0.03572830522875711,0.046291861436256077,0.0,0.002525252525252525,0.18484158120939354,0.0,66,1.0,0.0138843420420469
TGFB1,TGFBR2,T Lymphocytes,11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.7806633527749638,0.628133940116149,0.7917001487310438,1.0,0.0018417017418815348,0.0,0.0010288065843621398,0.1771886829358094,0.0,81,1.0,0.013879795788077742
TGFB1,TGFBR2,"CAFs, DCIS Associated",Plasma Cells,recompute,recompute,recompute,0.4625524716153596,0.7241065161359392,0.8767341187813952,0.47844300379630145,0.004952137174709604,0.0,0.001222992254382389,0.16856376925374641,0.0,2453,1.0,0.013816854738194242
TGFB1,TGFBR2,"CAFs, DCIS Associated",Mast Cells,recompute,recompute,recompute,0.4625524716153596,0.860445251677117,0.7204611100467462,0.47844300379630145,0.005044198536350481,0.0,0.0021565003080714724,0.15665933233545398,0.0,1082,1.0,0.013804468082910271
DLL4,NOTCH3,Macrophages,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.8949858186325867,0.6580560501976399,0.6198216015396206,0.0018955660656360717,1.0,0.0,0.00019168104274487253,0.010420813232273176,0.0,1739,1.0,0.013804303462316904
CSF1,CSF1R,Myoepithelial Cells,"CAFs, Invasive Associated",recompute,recompute,recompute,0.7181940594497765,0.6556237992935476,0.6198216015396206,0.241712611075796,0.009718180396522284,0.0,0.0023207426376440463,0.3688597569765374,0.0,1562,1.0,0.013782922988960025
JAG1,NOTCH1,11q13 Invasive Tumor Cells,Plasma Cells,recompute,recompute,recompute,0.7941469661104033,0.46013374214009517,0.6198216015396206,1.0,0.0029919533735881763,0.0,0.006934812760055477,0.2663469458818259,0.0,103,1.0,0.013756290176265054
CXCL12,CXCR4,Macrophages,B Cells,recompute,recompute,recompute,0.7487535481622718,0.9546923450729715,0.6198216015396206,0.03388623051970213,0.04457454658784243,0.0,0.014008803114948372,0.5188183879954313,0.0,1074,1.0,0.013727662076831298
TGFB1,TGFBR2,11q13 Invasive Tumor Cells,11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.6618992459738668,0.628133940116149,0.8824495942126559,0.9884381288839681,0.0018417017418815348,0.0,0.00018025513033832503,0.031044872401232496,0.0,12020,1.0,0.013723057109370919
TGFB1,TGFBR2,11q13 Invasive Tumor Cells (G1/S),"CAFs, Invasive Associated",recompute,recompute,recompute,0.6618992459738668,0.628133940116149,0.9161861017439125,0.02290427933852047,0.07630971198036683,0.0,0.0022467320261437907,0.13427499355984943,0.0,408,1.0,0.013715787864814701
TGFB1,TGFBR2,11q13 Invasive Tumor Cells,Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.6618992459738668,0.25153574142392743,0.24613745147074395,0.9884381288839681,0.01630369297954023,0.0,0.0,0.0,0.0,184,1.0,0.013697275154129976
DLL4,NOTCH3,"CAFs, Invasive Associated",Pericytes,recompute,recompute,recompute,0.6342079770588467,0.8818326005152037,0.6198216015396206,0.002196330917593002,0.8672894033034337,0.0,0.00432900432900433,0.045328579624419274,0.0,2541,1.0,0.013696977083307625
JAG1,NOTCH1,Endothelial Cells,11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.6303682835571691,0.6655462707198134,0.6198216015396206,0.029179138324176478,0.08666944020865194,0.0,0.006844506844506847,0.08206505711314165,0.0,407,1.0,0.013687674375135319
DLL4,NOTCH3,11q13 Invasive Tumor Cells (Mitotic),"CAFs, Invasive Associated",recompute,recompute,recompute,0.6342079770588467,0.6580560501976399,0.9161861017439125,0.008557082379913908,0.1973932010691654,0.0,0.009461426491994178,0.16933801805736182,0.0,458,1.0,0.01364654744491598
TGFB1,TGFBR2,"CAFs, Invasive Associated",11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.6618992459738668,0.628133940116149,0.9161861017439125,0.9188457246466148,0.0018417017418815348,0.0,0.0032608695652173903,0.5616110863487175,0.0,460,1.0,0.013642124882408572
CSF1,CSF1R,T Lymphocytes,"CAFs, Invasive Associated",recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,0.7917001487310438,0.2016933258290928,0.009718180396522284,0.0,0.001875,0.2980132450331128,0.0,2400,1.0,0.013639921360294835
TGFB1,TGFBR2,Myoepithelial Cells,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.4625524716153596,0.628133940116149,0.6198216015396206,0.12701346030887714,0.02792871411289051,0.0,0.0005397448478900883,0.1996808324759586,0.0,5095,1.0,0.013621663448506297
JAG1,NOTCH1,11q13 Invasive Tumor Cells (Mitotic),Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.7941469661104033,0.46013374214009517,0.24613745147074395,0.05263539325963273,0.13474796491837557,0.0,0.019129019129019133,1.0,0.0,351,1.0,0.01361843334223134
CSF1,CSF1R,Mast Cells,"CAFs, Invasive Associated",recompute,recompute,recompute,0.8552373118926793,0.6556237992935476,0.6198216015396206,0.1878690989799276,0.009718180396522284,0.0,0.006944444444444444,1.0,0.0,144,1.0,0.013606344914582407
JAG1,NOTCH1,"CAFs, DCIS Associated",Pericytes,recompute,recompute,recompute,0.6303682835571691,0.7728785963662539,0.7204611100467462,0.010161058057093355,0.17748963886584487,0.0,0.0018576644673627596,0.06335438903375551,0.0,15611,1.0,0.013601018489967236
DLL4,NOTCH3,Myoepithelial Cells,Endothelial Cells,recompute,recompute,recompute,0.7160288858520609,0.8818326005152037,0.7204611100467462,0.0069047442087267884,0.19937237225527835,0.0,0.0020768431983385254,0.07694543173992203,0.0,2247,1.0,0.013576570498672993
TGFB1,TGFBR2,Luminal-like Amorphous DCIS Cells,Dendritic Cells,recompute,recompute,recompute,0.4625524716153596,0.628133940116149,0.24613745147074395,0.08160636573734653,0.10646573797703236,0.0,0.002521779000458505,0.1079680801463126,0.0,727,1.0,0.013558786845120598
CSF1,CSF1R,11q13 Invasive Tumor Cells,Myoepithelial Cells,recompute,recompute,recompute,0.6329636802303048,0.46381415478966415,0.6198216015396206,0.3435917185259688,0.00992063151970032,0.0,0.0003631609529343405,0.054272568846965484,0.0,5163,1.0,0.013554869150137603
CSF1,CSF1R,"CAFs, DCIS Associated",B Cells,recompute,recompute,recompute,0.7181940594497765,0.7744570596502125,0.6198216015396206,1.0,0.0017943776934449295,0.0,0.000738421550094518,0.190520492087214,0.0,4232,1.0,0.013548889288928284
TGFB1,TGFBR2,B Cells,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.7806633527749638,0.628133940116149,0.7917001487310438,0.05675679989781828,0.02792871411289051,0.0,0.0007319113341698033,0.2707736166022228,0.0,797,1.0,0.013537058688843301
CSF1,CSF1R,"CAFs, Invasive Associated","CAFs, Invasive Associated",recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,1.0,0.1523572567652539,0.009718180396522284,0.0,0.0014158957900698508,0.22504303948130094,0.0,5297,1.0,0.013533610788795267
JAG1,NOTCH1,Myoepithelial Cells,11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.6303682835571691,0.6655462707198134,0.6198216015396206,0.027254376065765328,0.08666944020865194,0.0,0.032950357684803804,0.39507199667307824,0.0,659,1.0,0.013532882060022679
TGFB1,TGFBR2,"CAFs, Invasive Associated",Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.6618992459738668,0.25153574142392743,0.24613745147074395,0.9188457246466148,0.01630369297954023,0.0,0.001075268817204301,0.22751264482292466,0.0,155,1.0,0.013531617040491163
TGFB1,TGFBR2,Luminal-like Amorphous DCIS Cells,T Lymphocytes,recompute,recompute,recompute,0.4625524716153596,0.628133940116149,0.24613745147074395,0.08160636573734653,0.10396504391838439,0.0,0.0015822784810126582,0.14077021651545887,0.0,316,1.0,0.013505181098481705
TGFB1,TGFBR2,Basal-like Structured DCIS Cells,B Cells,recompute,recompute,recompute,0.7806633527749638,0.628133940116149,0.8693461273411047,0.14371478860647843,0.009895229901992758,0.0,0.0024691358024691358,0.5203556520227975,0.0,270,1.0,0.013503285045373577
CSF1,CSF1R,"CAFs, DCIS Associated",Mast Cells,recompute,recompute,recompute,0.7181940594497765,0.8388327345645936,0.7204611100467462,1.0,0.0013954866575133426,0.0,0.0011552680221811461,0.05024042134966713,0.0,1082,1.0,0.013501315642629375
JAG1,NOTCH1,Pericytes,Dendritic Cells,recompute,recompute,recompute,0.6303682835571691,0.8647171432637394,0.6198216015396206,0.03425584686464733,0.05197941571611153,0.0,0.005247444132814622,0.2399841072200952,0.0,1579,1.0,0.013486013093624969
TGFB1,TGFBR2,Dendritic Cells,Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.7806633527749638,0.25153574142392743,0.24613745147074395,0.7613650405309432,0.01630369297954023,0.0,0.003435283687943263,0.7268605441317508,0.0,752,1.0,0.01347990209959479
