ligand,receptor,sender_celltype,receiver_celltype,anchor_source_ligand,anchor_source_receptor,structure_map_source,sender_anchor,receiver_anchor,structure_bridge,sender_expr,receiver_expr,local_contact,contact_strength_raw,contact_strength_normalized,contact_coverage,cross_edge_count,prior_confidence,LR_score
TGFB1,TGFBR2,"CAFs, DCIS Associated",11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.4625524716153596,0.628133940116149,0.6198216015396206,0.47844300379630145,0.0018417017418815348,0.0,0.0,0.0,0.0,135,1.0,0.010799955813638814
CSF1,CSF1R,11q13 Invasive Tumor Cells,Mast Cells,recompute,recompute,recompute,0.6329636802303048,0.8388327345645936,0.6198216015396206,0.3435917185259688,0.0013954866575133426,0.0,0.0,0.0,0.0,42,1.0,0.01078984977389814
CSF1,CSF1R,Basal-like Structured DCIS Cells,Mast Cells,recompute,recompute,recompute,0.6329636802303048,0.8388327345645936,0.6198216015396206,0.3430671774934166,0.0013954866575133426,0.0,0.027777777777777776,1.0,0.0,18,1.0,0.010787102655743088
CXCL12,CXCR4,Pericytes,"CAFs, Invasive Associated",recompute,recompute,recompute,0.7487535481622718,0.6632137581773894,0.6198216015396206,0.06372880775749876,0.008007263802792432,0.0,0.0014774166314900797,0.3568712520329796,0.0,2369,1.0,0.01078151888884779
CXCL12,CXCR4,11q13 Invasive Tumor Cells,Macrophages,recompute,recompute,recompute,0.6160088550075702,0.7757991160529997,0.6198216015396206,0.010634001710228292,0.04917092614889038,0.0,0.0005383217818450979,0.024293102484560392,0.0,1351,1.0,0.010756428523331706
TGFB1,TGFBR2,Luminal-like Amorphous DCIS Cells,Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.4625524716153596,0.25153574142392743,1.0,0.08160636573734653,0.01630369297954023,0.0,0.00022259500612942788,0.04709815606905957,0.0,77495,1.0,0.010755448234383909
CXCL12,CXCR4,Endothelial Cells,Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.7487535481622718,0.46000374398572297,0.24613745147074395,0.10272295574815776,0.017738069381683,0.0,0.0011171960569550928,0.2785282601346565,0.0,2075,1.0,0.010751655884852843
CSF1,CSF1R,"CAFs, Invasive Associated",11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,0.9161861017439125,0.1523572567652539,0.0026430507474118963,0.0,0.0,0.0,0.0,526,1.0,0.01073572197753263
CSF1,CSF1R,Endothelial Cells,11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.9530510539284376,0.6556237992935476,0.6198216015396206,0.3300653030175087,0.0011919786089109867,0.0,0.0,0.0,0.0,312,1.0,0.010727164295284176
CXCL12,CXCR4,11q13 Invasive Tumor Cells,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.6160088550075702,0.8628183098412396,0.7917001487310438,0.010634001710228292,0.03391524182236365,0.0,0.00010765550239234443,0.008225128853239944,0.0,30400,1.0,0.010719960999964492
JAG1,NOTCH1,Endothelial Cells,"CAFs, DCIS Associated",recompute,recompute,recompute,0.6303682835571691,0.46013374214009517,0.7204611100467462,0.029179138324176478,0.024824385714313182,0.0,0.001055392749554275,0.15177245415163812,0.0,13942,1.0,0.010715358763452998
CSF1,CSF1R,11q13 Invasive Tumor Cells,11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,0.8824495942126559,0.3435917185259688,0.0011919786089109867,0.0,0.0001247920133111481,0.0360672130618943,0.0,12020,1.0,0.010698914217229892
CSF1,CSF1R,Myoepithelial Cells,B Cells,recompute,recompute,recompute,0.7181940594497765,0.7744570596502125,0.6198216015396206,0.241712611075796,0.0017943776934449295,0.0,0.00031725888324873094,0.08185611396071975,0.0,394,1.0,0.01069350921397849
DLL4,NOTCH3,Myeloid Cells,Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.7840818683779507,0.4638256179742202,0.24613745147074395,0.0032417203409647417,0.5131068416842878,0.0,0.004098360655737705,0.09310332692082744,0.0,122,1.0,0.01068594896741416
CXCL12,CXCR4,"CAFs, Invasive Associated",Pericytes,recompute,recompute,recompute,0.6160088550075702,0.7757991160529997,0.6198216015396206,0.05480638574296996,0.009156953124503932,0.0,0.002915816965403743,0.7632038467835179,0.0,2541,1.0,0.010683107825140056
DLL4,NOTCH3,T Lymphocytes,11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.6342079770588467,0.6580560501976399,0.7917001487310438,0.007392968575375538,0.06060662711593698,0.0,0.010309278350515464,0.29190056657841273,0.0,97,1.0,0.010675768829740931
CSF1,CSF1R,11q13 Invasive Tumor Cells (Mitotic),Endothelial Cells,recompute,recompute,recompute,0.6329636802303048,0.8901135829200775,0.6198216015396206,0.03853853776662391,0.010937673779041644,0.0,0.0010135135135135136,0.11361889915911037,0.0,370,1.0,0.010665599600046052
CSF1,CSF1R,Myoepithelial Cells,Mast Cells,recompute,recompute,recompute,0.7181940594497765,0.8388327345645936,0.7204611100467462,0.241712611075796,0.0013954866575133426,0.0,0.0,0.0,0.0,38,1.0,0.01065596154389342
CXCL12,CXCR4,Endothelial Cells,Myeloid Cells,recompute,recompute,recompute,0.7487535481622718,0.7447682696221608,0.7827641335561659,0.10272295574815776,0.003215470541813311,0.0,0.006922011998154128,0.5875693845084453,0.0,394,1.0,0.010628795998141807
CSF1,CSF1R,"CAFs, Invasive Associated",Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.6329636802303048,0.46381415478966415,0.24613745147074395,0.1523572567652539,0.013082994902830098,0.0,0.0,0.0,0.0,155,1.0,0.010627029021677677
CSF1,CSF1R,11q13 Invasive Tumor Cells (Mitotic),"CAFs, Invasive Associated",recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,0.9161861017439125,0.03853853776662391,0.009718180396522284,0.0,0.0016375545851528383,0.2602735764481334,0.0,458,1.0,0.010606766163854045
JAG1,NOTCH1,Myoepithelial Cells,Macrophages,recompute,recompute,recompute,0.6303682835571691,0.7728785963662539,0.7204611100467462,0.027254376065765328,0.014834469652737872,0.0,0.003988397389412618,0.7984443045773773,0.0,591,1.0,0.010600771809830037
TGFB1,TGFBR2,B Cells,CXCL14+ Fibroblasts,recompute,recompute,recompute,0.7806633527749638,0.9417110959059584,0.6198216015396206,0.05675679989781828,0.005427302044598217,0.0,0.00020833333333333332,0.05544367907487277,0.0,800,1.0,0.010581368255889437
CXCL12,CXCR4,Myoepithelial Cells,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.8023917560710954,0.6632137581773894,0.6198216015396206,0.008536715800078514,0.04976777849846808,0.0,0.00012489963422249978,0.042683884603224496,0.0,5095,1.0,0.010578507486858513
CSF1,CSF1R,Mast Cells,B Cells,recompute,recompute,recompute,0.8552373118926793,0.7744570596502125,0.6198216015396206,0.1878690989799276,0.0017943776934449295,0.0,0.002232142857142857,0.5759162303664925,0.0,112,1.0,0.010556510750963345
CXCL12,CXCR4,B Cells,B Cells,recompute,recompute,recompute,0.6160088550075702,0.9546923450729715,1.0,0.0052742025956585255,0.04457454658784243,0.0,0.0032055391716886783,0.11871768430645543,0.0,1418,1.0,0.010554779845376797
CXCL12,CXCR4,Plasma Cells,Macrophages,recompute,recompute,recompute,0.8730912658940219,0.7757991160529997,0.7204611100467462,0.005708610653010913,0.04917092614889038,0.0,0.006743997841920688,0.30433959065876376,0.0,337,1.0,0.01053844477769457
DLL4,NOTCH3,Macrophages,"CAFs, Invasive Associated",recompute,recompute,recompute,0.8949858186325867,0.6580560501976399,0.6198216015396206,0.0018955660656360717,0.1973932010691654,0.0,0.0006154603643525356,0.011015340908742144,0.0,1354,1.0,0.010533431269211685
CXCL12,CXCR4,11q13 Invasive Tumor Cells (Mitotic),Dendritic Cells,recompute,recompute,recompute,0.6160088550075702,0.9008184599638702,0.7917001487310438,0.0009692519480124524,0.3180524283074206,0.0,0.0008699434536755111,0.012089268426405507,0.0,209,1.0,0.010518508078286753
CSF1,CSF1R,Pericytes,11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.9330656492219304,0.6556237992935476,0.6198216015396206,0.297542793801235,0.0011919786089109867,0.0,0.0,0.0,0.0,377,1.0,0.010506124241381027
CSF1,CSF1R,Basal-like Structured DCIS Cells,11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,0.7917001487310438,0.3430671774934166,0.0011919786089109867,0.0,0.0004299226139294927,0.12425563227399529,0.0,1163,1.0,0.01050447267313554
CSF1,CSF1R,B Cells,Endothelial Cells,recompute,recompute,recompute,0.6329636802303048,0.8901135829200775,0.6198216015396206,0.034822583417649544,0.010937673779041644,0.0,0.0004970178926441351,0.0557176841469461,0.0,1509,1.0,0.01048687851205362
TGFB1,TGFBR2,Pericytes,Myeloid Cells,recompute,recompute,recompute,0.8649048900453102,0.7821407762924618,0.7827641335561659,0.25809749975310686,0.0009726234029574384,0.0,0.0018459915611814344,0.6059873653227903,0.0,316,1.0,0.010485831345608092
CXCL12,CXCR4,"CAFs, Invasive Associated",11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.6160088550075702,0.6632137581773894,0.9161861017439125,0.05480638574296996,0.006423079245780309,0.0,0.000691323885240235,0.0929828566114594,0.0,526,1.0,0.010470479393381986
CXCL12,CXCR4,Plasma Cells,B Cells,recompute,recompute,recompute,0.8730912658940219,0.9546923450729715,0.6198216015396206,0.005708610653010913,0.04457454658784243,0.0,0.006493506493506492,0.24048810906650536,0.0,315,1.0,0.010466496617098102
DLL4,NOTCH3,Myoepithelial Cells,"CAFs, DCIS Associated",recompute,recompute,recompute,0.7160288858520609,0.4638256179742202,0.8293805866303694,0.0069047442087267884,0.06891862663651398,0.0,0.0003473669584549118,0.03266763545869375,0.0,7197,1.0,0.010461340638312217
CSF1,CSF1R,Dendritic Cells,Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.6329636802303048,0.46381415478966415,0.24613745147074395,0.13793660188765483,0.013082994902830098,0.0,0.00016622340425531914,0.0312558240125952,0.0,752,1.0,0.010452365717265715
TGFB1,TGFBR2,Pericytes,11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.8649048900453102,0.628133940116149,0.6198216015396206,0.25809749975310686,0.0014987600472605432,0.0,0.002303182579564489,0.8578559699300372,0.0,398,1.0,0.010450434795692238
CSF1,CSF1R,Myoepithelial Cells,Plasma Cells,recompute,recompute,recompute,0.7181940594497765,0.46381415478966415,0.8293805866303694,0.241712611075796,0.0019498903447556172,0.0,0.0,0.0,0.0,219,1.0,0.010449814300379598
CSF1,CSF1R,Macrophages,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.8975263081978373,0.6556237992935476,0.6198216015396206,0.013294251962681188,0.026828838353614524,0.0,0.0002156411730879816,0.10037181342396355,0.0,1739,1.0,0.010448143957754218
TGFB1,TGFBR2,Mast Cells,CXCL14+ Fibroblasts,recompute,recompute,recompute,0.830274180208954,0.9417110959059584,0.8567148457705164,0.03572830522875711,0.005427302044598217,0.0,0.0,0.0,0.0,148,1.0,0.010445489805972652
TGFB1,TGFBR2,"CAFs, DCIS Associated",11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.4625524716153596,0.628133940116149,0.6198216015396206,0.47844300379630145,0.0014987600472605432,0.0,0.0,0.0,0.0,233,1.0,0.010435362419354131
TGFB1,TGFBR2,Mast Cells,Mast Cells,recompute,recompute,recompute,0.830274180208954,0.860445251677117,1.0,0.03572830522875711,0.005044198536350481,0.0,0.0,0.0,0.0,14,1.0,0.010430178156340546
DLL4,NOTCH3,Luminal-like Amorphous DCIS Cells,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.2490567623945399,0.7746834992804791,0.24613745147074395,0.011649387573427093,0.2295016807597237,0.0,0.0014781966001478197,0.07348209055720577,0.0,902,1.0,0.01040594733172292
CXCL12,CXCR4,Pericytes,11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.7487535481622718,0.6632137581773894,0.6198216015396206,0.06372880775749876,0.006423079245780309,0.0,0.0,0.0,0.0,398,1.0,0.0103925748472438
DLL4,NOTCH3,Luminal-like Amorphous DCIS Cells,Endothelial Cells,recompute,recompute,recompute,0.2490567623945399,0.8818326005152037,0.24613745147074395,0.011649387573427093,0.19937237225527835,0.0,0.001199704688076781,0.0444481293813254,0.0,1806,1.0,0.010386561147942775
CXCL12,CXCR4,Myoepithelial Cells,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.8023917560710954,0.8628183098412396,0.6198216015396206,0.008536715800078514,0.03391524182236365,0.0,0.0017123966942148784,0.13083105967448516,0.0,6875,1.0,0.010368354057586225
DLL4,NOTCH3,11q13 Invasive Tumor Cells (Mitotic),11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.6342079770588467,0.6580560501976399,0.9592803095773328,0.008557082379913908,0.0362497659817488,0.0,0.0035674470457079163,0.14961648683399123,0.0,1495,1.0,0.010367609088428514
CSF1,CSF1R,Macrophages,T Lymphocytes,recompute,recompute,recompute,0.8975263081978373,0.7744570596502125,0.6198216015396206,0.013294251962681188,0.02165809680677239,0.0,0.0002796420581655481,0.03224546700345112,0.0,3576,1.0,0.010365716572551139
CXCL12,CXCR4,Dendritic Cells,Endothelial Cells,recompute,recompute,recompute,0.6160088550075702,0.7757991160529997,0.6198216015396206,0.014925651776972337,0.027958038284341596,0.0,0.001491345992270206,0.20912934937761363,0.0,2164,1.0,0.010359542305428019
CXCL12,CXCR4,Endothelial Cells,11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.7487535481622718,0.6632137581773894,0.6198216015396206,0.10272295574815776,0.0038860320327025817,0.0,0.000437062937062937,0.24723739089306468,0.0,312,1.0,0.01034917423142441
DLL4,NOTCH3,Endothelial Cells,Mast Cells,recompute,recompute,recompute,0.9184503888425789,0.8341464445360613,0.8567148457705164,1.0,0.00018718663110571166,0.0,0.0022222222222222222,0.6869901245169604,0.0,225,1.0,0.010349166904542685
CSF1,CSF1R,Mast Cells,CXCL14+ Fibroblasts,recompute,recompute,recompute,0.8552373118926793,0.8901135829200775,0.8567148457705164,0.1878690989799276,0.0010015918709323055,0.0,0.0,0.0,0.0,148,1.0,0.010347127797608107
DLL4,NOTCH3,Myoepithelial Cells,11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.7160288858520609,0.6580560501976399,0.6198216015396206,0.0069047442087267884,0.06060662711593698,0.0,0.0017703591299949417,0.050126576810000566,0.0,659,1.0,0.01034002116850379
CSF1,CSF1R,11q13 Invasive Tumor Cells,Plasma Cells,recompute,recompute,recompute,0.6329636802303048,0.46381415478966415,0.6198216015396206,0.3435917185259688,0.0019498903447556172,0.0,0.0,0.0,0.0,103,1.0,0.010335720885502251
CSF1,CSF1R,Basal-like Structured DCIS Cells,Plasma Cells,recompute,recompute,recompute,0.6329636802303048,0.46381415478966415,0.6198216015396206,0.3430671774934166,0.0019498903447556172,0.0,0.0015822784810126582,0.1423075617713065,0.0,79,1.0,0.01033308938950508
JAG1,NOTCH1,Dendritic Cells,Pericytes,recompute,recompute,recompute,0.8630183004227985,0.7728785963662539,0.6198216015396206,0.001657584379221534,0.17748963886584487,0.0,0.0019203473323870753,0.06549214570955535,0.0,1711,1.0,0.010331773683714057
TGFB1,TGFBR2,"CAFs, DCIS Associated",Myeloid Cells,recompute,recompute,recompute,0.4625524716153596,0.7821407762924618,0.7204611100467462,0.47844300379630145,0.0009726234029574384,0.0,0.0010093363613424174,0.331336878887426,0.0,1321,1.0,0.010326963672111883
DLL4,NOTCH3,11q13 Invasive Tumor Cells,T Lymphocytes,recompute,recompute,recompute,0.6342079770588467,0.7746834992804791,0.7917001487310438,0.06734007498340545,0.0046263543438723525,0.0,0.0,0.0,0.0,827,1.0,0.010325356146105413
CSF1,CSF1R,11q13 Invasive Tumor Cells,CXCL14+ Fibroblasts,recompute,recompute,recompute,0.6329636802303048,0.8901135829200775,0.6198216015396206,0.3435917185259688,0.0010015918709323055,0.0,0.00012807377049180329,0.1465636360697433,0.0,4880,1.0,0.01031109517346404
CSF1,CSF1R,Basal-like Structured DCIS Cells,CXCL14+ Fibroblasts,recompute,recompute,recompute,0.6329636802303048,0.8901135829200775,0.6198216015396206,0.3430671774934166,0.0010015918709323055,0.0,0.0009017132551848512,1.0,0.0,1109,1.0,0.010308469947224291
CSF1,CSF1R,Dendritic Cells,11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,0.7917001487310438,0.13793660188765483,0.0026430507474118963,0.0,0.0020325203252032522,0.8216161273928514,0.0,246,1.0,0.01030536766981859
TGFB1,TGFBR2,B Cells,Mast Cells,recompute,recompute,recompute,0.7806633527749638,0.860445251677117,0.6198216015396206,0.05675679989781828,0.005044198536350481,0.0,0.000859106529209622,0.062409940201384836,0.0,97,1.0,0.010297001951442938
CSF1,CSF1R,Plasma Cells,"CAFs, DCIS Associated",recompute,recompute,recompute,0.7181940594497765,0.46381415478966415,0.8767341187813952,0.009092431017982948,0.044315367430461515,0.0,0.00035714285714285714,0.0491440410682062,0.0,2450,1.0,0.010274990918102645
CSF1,CSF1R,11q13 Invasive Tumor Cells (G1/S),11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,0.8824495942126559,0.011973593206576157,0.026828838353614524,0.0,8.271298593879239e-05,0.03849938429429779,0.0,12090,1.0,0.010274445353396116
CSF1,CSF1R,T Lymphocytes,Myeloid Cells,recompute,recompute,recompute,0.6329636802303048,0.7471243099617693,0.6198216015396206,0.2016933258290928,0.00197514773301428,0.0,0.00554016620498615,1.0,0.0,361,1.0,0.010261762358158495
CSF1,CSF1R,Myeloid Cells,"CAFs, DCIS Associated",recompute,recompute,recompute,0.7866181160593629,0.46381415478966415,0.7204611100467462,0.009981073684215833,0.044315367430461515,0.0,0.00048003072196620584,0.06605381864006209,0.0,1302,1.0,0.010254357224681064
JAG1,NOTCH1,"CAFs, DCIS Associated",11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.6303682835571691,0.6655462707198134,0.6198216015396206,0.010161058057093355,0.043382027682688826,0.0,0.0015873015873015873,0.07728209756516616,0.0,135,1.0,0.01023013678589918
TGFB1,TGFBR2,Mast Cells,B Cells,recompute,recompute,recompute,0.830274180208954,0.628133940116149,0.6198216015396206,0.03572830522875711,0.009895229901992758,0.0,0.000744047619047619,0.15680360049794123,0.0,112,1.0,0.010224997979458163
TGFB1,TGFBR2,Basal-like Structured DCIS Cells,Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.7806633527749638,0.25153574142392743,0.24613745147074395,0.14371478860647843,0.01630369297954023,0.0,0.0006651463321930824,0.1407361571453097,0.0,877,1.0,0.01020950838836076
TGFB1,TGFBR2,Myeloid Cells,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.744134323411945,0.628133940116149,0.6198216015396206,0.013941536844336442,0.02792871411289051,0.0,7.221259387637204e-05,0.026715346921511715,0.0,1154,1.0,0.010202863204877797
DLL4,NOTCH3,Plasma Cells,Endothelial Cells,recompute,recompute,recompute,0.7160288858520609,0.8818326005152037,0.7204611100467462,0.0012306151710811475,0.19937237225527835,0.0,0.0018656716417910447,0.06912168914696355,0.0,536,1.0,0.010184811781394616
CSF1,CSF1R,Myoepithelial Cells,CXCL14+ Fibroblasts,recompute,recompute,recompute,0.7181940594497765,0.8901135829200775,0.7204611100467462,0.241712611075796,0.0010015918709323055,0.0,0.00016254876462938882,0.18601574616914102,0.0,1538,1.0,0.010183147675480798
CSF1,CSF1R,B Cells,"CAFs, Invasive Associated",recompute,recompute,recompute,0.6329636802303048,0.6556237992935476,0.7917001487310438,0.034822583417649544,0.009718180396522284,0.0,0.0011621900826446281,0.18471895353292114,0.0,968,1.0,0.010178258119055936
TGFB1,TGFBR2,Plasma Cells,B Cells,recompute,recompute,recompute,0.4625524716153596,0.628133940116149,0.6198216015396206,0.06220829473112404,0.009895229901992758,0.0,0.003174603174603174,0.6690286954578826,0.0,315,1.0,0.010173235902364804
CXCL12,CXCR4,Luminal-like Amorphous DCIS Cells,Dendritic Cells,recompute,recompute,recompute,0.2556690013679459,0.9008184599638702,0.24613745147074395,0.006120705198198609,0.3180524283074206,0.0,0.004126547455295734,0.05734503737064562,0.0,727,1.0,0.010165583971074622
CSF1,CSF1R,Dendritic Cells,B Cells,recompute,recompute,recompute,0.6329636802303048,0.7744570596502125,0.909150863993142,0.13793660188765483,0.0017943776934449295,0.0,0.0003180661577608143,0.08206439923797351,0.0,1572,1.0,0.010164858182243231
TGFB1,TGFBR2,11q13 Invasive Tumor Cells (Mitotic),CXCL14+ Fibroblasts,recompute,recompute,recompute,0.6618992459738668,0.9417110959059584,0.6198216015396206,0.05212675997941913,0.005427302044598217,0.0,0.0007374631268436578,0.1962608108845054,0.0,339,1.0,0.010149320907080945
CSF1,CSF1R,11q13 Invasive Tumor Cells (Mitotic),Pericytes,recompute,recompute,recompute,0.6329636802303048,0.8901135829200775,0.6198216015396206,0.03853853776662391,0.007996593535171381,0.0,0.0009894459102902375,0.2202647840400389,0.0,379,1.0,0.010123141543001852
DLL4,NOTCH3,11q13 Invasive Tumor Cells (Mitotic),"CAFs, DCIS Associated",recompute,recompute,recompute,0.6342079770588467,0.4638256179742202,0.6198216015396206,0.008557082379913908,0.06891862663651398,0.0,0.005307855626326964,0.49916979277328855,0.0,157,1.0,0.010121681725784114
CXCL12,CXCR4,Myoepithelial Cells,Endothelial Cells,recompute,recompute,recompute,0.8023917560710954,0.7757991160529997,0.7204611100467462,0.008536715800078514,0.027958038284341596,0.0,0.0007282437188979243,0.10212059167411708,0.0,2247,1.0,0.01011402633631333
DLL4,NOTCH3,Dendritic Cells,Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.6342079770588467,0.4638256179742202,0.24613745147074395,0.0028649117803088656,0.5131068416842878,0.0,0.0019946808510638296,0.04531358730455165,0.0,752,1.0,0.01010448363309477
CSF1,CSF1R,Luminal-like Amorphous DCIS Cells,Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.24945190643783477,0.46381415478966415,1.0,0.07022613207428953,0.013082994902830098,0.0,0.00021452996967546292,0.040339150841263584,0.0,77495,1.0,0.01010236049623188
DLL4,NOTCH3,Basal-like Structured DCIS Cells,11q13 Invasive Tumor Cells (Mitotic),recompute,recompute,recompute,0.6342079770588467,0.6580560501976399,0.7917001487310438,0.0053032910137447145,0.06060662711593698,0.0,0.001171875,0.03318088471653051,0.0,1280,1.0,0.010100750249169071
CSF1,CSF1R,"CAFs, Invasive Associated",B Cells,recompute,recompute,recompute,0.6329636802303048,0.7744570596502125,0.7917001487310438,0.1523572567652539,0.0017943776934449295,0.0,0.0012268266085059978,0.31653411134646925,0.0,917,1.0,0.010099178668217189
TGFB1,TGFBR2,Plasma Cells,CXCL14+ Fibroblasts,recompute,recompute,recompute,0.4625524716153596,0.9417110959059584,0.7204611100467462,0.06220829473112404,0.005427302044598217,0.0,0.00027233115468409583,0.07247539748349381,0.0,306,1.0,0.010096877079854554
TGFB1,TGFBR2,CXCL14+ Fibroblasts,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.8649048900453102,0.628133940116149,0.6198216015396206,0.011170777497016586,0.02792871411289051,0.0,0.00010264531644084696,0.037974058143933065,0.0,5683,1.0,0.010082549689318182
CSF1,CSF1R,Mast Cells,Plasma Cells,recompute,recompute,recompute,0.8552373118926793,0.46381415478966415,0.7204611100467462,0.1878690989799276,0.0019498903447556172,0.0,0.0125,1.0,0.0,50,1.0,0.010076696205313741
TGFB1,TGFBR2,Plasma Cells,Plasma Cells,recompute,recompute,recompute,0.4625524716153596,0.7241065161359392,1.0,0.06220829473112404,0.004952137174709604,0.0,0.0014723203769140163,0.20292840890235564,0.0,283,1.0,0.010052349162146656
CSF1,CSF1R,Macrophages,Endothelial Cells,recompute,recompute,recompute,0.8975263081978373,0.8901135829200775,0.8875000050982297,0.013294251962681188,0.010937673779041644,0.0,0.00044802867383512545,0.05022579771669156,0.0,2790,1.0,0.010050980529551343
TGFB1,TGFBR2,Basal-like Structured DCIS Cells,11q13 Invasive Tumor Cells (G1/S),recompute,recompute,recompute,0.7806633527749638,0.628133940116149,0.7917001487310438,0.14371478860647843,0.0018417017418815348,0.0,0.0005732301519059903,0.09872593855752751,0.0,1163,1.0,0.010045386648903861
DLL4,NOTCH3,Myoepithelial Cells,Myoepithelial Cells,recompute,recompute,recompute,0.7160288858520609,0.4638256179742202,1.0,0.0069047442087267884,0.04464016629523392,0.0,0.0003950330187976091,0.03574984638516183,0.0,22361,1.0,0.010039064314193021
CSF1,CSF1R,11q13 Invasive Tumor Cells (Mitotic),Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.6329636802303048,0.7744570596502125,0.7917001487310438,0.03853853776662391,0.006818845693506099,0.0,0.0008620689655172414,0.2017593850525196,0.0,1305,1.0,0.010032841559568566
CXCL12,CXCR4,Plasma Cells,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.8730912658940219,0.6632137581773894,0.6198216015396206,0.005708610653010913,0.04976777849846808,0.0,0.0003071253071253071,0.1049586834234695,0.0,148,1.0,0.010032516993265852
JAG1,NOTCH1,"CAFs, Invasive Associated",Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.7941469661104033,0.46013374214009517,0.24613745147074395,0.00838985805983649,0.13474796491837557,0.0,0.0018433179723502304,0.10640034393888194,0.0,155,1.0,0.01002782344292262
JAG1,NOTCH1,Myeloid Cells,Endothelial Cells,recompute,recompute,recompute,0.6303682835571691,0.7728785963662539,0.7827641335561659,0.0003788349535045612,0.7025747778867708,0.0,0.0021739130434782605,0.03090299268824483,0.0,460,1.0,0.010024939790782726
CSF1,CSF1R,B Cells,Basal-like Structured DCIS Cells,recompute,recompute,recompute,0.6329636802303048,0.7744570596502125,0.8693461273411047,0.034822583417649544,0.006818845693506099,0.0,0.0,0.0,0.0,360,1.0,0.010019750663264632
CXCL12,CXCR4,CXCL14+ Fibroblasts,"CAFs, DCIS Associated",recompute,recompute,recompute,0.7487535481622718,0.46000374398572297,0.7204611100467462,0.013109255449725675,0.0310998965832685,0.0,0.0009455009911172673,0.17842845836501664,0.0,10961,1.0,0.01001939221578689
CSF1,CSF1R,11q13 Invasive Tumor Cells (G1/S),T Lymphocytes,recompute,recompute,recompute,0.6329636802303048,0.7744570596502125,0.7917001487310438,0.011973593206576157,0.02165809680677239,0.0,0.0,0.0,0.0,69,1.0,0.010010682909060925
DLL4,NOTCH3,11q13 Invasive Tumor Cells,CXCL14+ Fibroblasts,recompute,recompute,recompute,0.6342079770588467,0.8818326005152037,0.6198216015396206,0.06734007498340545,0.004265561924923322,0.0,0.0002390710382513661,0.05192773576784548,0.0,4880,1.0,0.009992847301430382
DLL4,NOTCH3,Macrophages,Luminal-like Amorphous DCIS Cells,recompute,recompute,recompute,0.8949858186325867,0.4638256179742202,0.24613745147074395,0.0018955660656360717,0.5131068416842878,0.0,0.0012674271229404308,0.02879241035320899,0.0,263,1.0,0.009989634714937868
JAG1,NOTCH1,Myeloid Cells,11q13 Invasive Tumor Cells,recompute,recompute,recompute,0.6303682835571691,0.6655462707198134,0.6198216015396206,0.0003788349535045612,1.0,0.0,0.0022901708343649415,0.0967755085332613,0.0,1154,1.0,0.009975089657593975
TGFB1,TGFBR2,B Cells,Plasma Cells,recompute,recompute,recompute,0.7806633527749638,0.7241065161359392,0.6198216015396206,0.05675679989781828,0.004952137174709604,0.0,0.0011223344556677889,0.154690207998294,0.0,297,1.0,0.009974491146163394
